Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchases_per_year,loyalty_factor,eltv,discount_premium,satisfaction_index,category_affinity,loyalty_tier,H_score,F_score,M_score,rfm_score,segment
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,1,Next Day Air,1,1,22,Venmo,Bi-Weekly,26,0.6189860903121072,72.41830946964491,-2.7198160345219193,0.7037972180624215,1.4770454104674036,Silver,3,2,5,10,Promo-Dependent
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,1,2-Day Shipping,1,1,1,PayPal,Monthly,12,0.2089781122170913,8.072095120106269,2.3996554557680767,0.6159494685972645,0.401078167115903,Bronze,1,2,1,4,At-Risk / One-Timer
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,1,Next Day Air,1,1,4,Bank Transfer,Annually,1,0.1752728752966765,0.8018227468535604,2.3996554557680767,0.4709007289054891,1.604312668463612,Bronze,1,1,5,7,Occasional Buyer
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,1,Standard,1,1,31,Credit Card,Monthly,12,0.4910444072393027,21.11600319557995,3.3361111111111157,0.5883627276017067,0.6121787950766573,Gold,4,2,1,7,Occasional Buyer
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,1,Next Day Air,1,1,46,PayPal,Fortnightly,26,0.6916905744410977,75.88343641974939,-2.7198160345219193,0.6103381148882195,1.1119330618125398,Platinum,5,2,3,10,Promo-Dependent
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,1,Next Day Air,1,1,32,Bank Transfer,Bi-Weekly,26,0.6557133899698174,74.70719202856107,0.4712640708417055,0.6391426779939635,1.3161110258574389,Gold,4,2,4,10,Promo-Dependent
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,1,Next Day Air,1,1,43,Bank Transfer,Fortnightly,26,0.6849804123990342,79.3296568468625,0.4712640708417055,0.5489960824798069,1.4160688252896494,Platinum,5,2,5,12,Loyal Promo-User
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,1,Standard,1,1,26,Venmo,Fortnightly,26,0.6352983752456667,54.43983495723033,2.3996554557680767,0.7070596750491334,0.43450134770889487,Gold,3,2,1,6,Occasional Buyer
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,1,Free Shipping,1,1,9,Credit Card,Annually,1,0.24578944905222938,1.0644485617010984,2.3996554557680767,0.6530040436565997,1.2533692722371967,Bronze,1,1,4,6,Occasional Buyer
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,1,Free Shipping,1,1,28,PayPal,Bi-Weekly,26,0.6425681751459875,69.99560885396698,2.3996554557680767,0.7445136350291975,1.0862533692722371,Gold,3,2,3,8,Promo-Dependent
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,1,Next Day Air,1,1,20,PayPal,Quarterly,4,0.3558850216550244,5.704599429621424,2.3996554557680767,0.45856161971562026,0.9024258760107817,Silver,2,1,3,6,Occasional Buyer
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,1,Store Pickup,1,1,9,Cash,Weekly,52,0.8342509875137678,198.00622327661355,3.3361111111111157,0.8108501975027536,1.6616281580652126,Bronze,1,3,5,9,Promo-Dependent
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,1,Standard,1,1,48,Debit Card,Every 3 Months,4,0.44208394699242487,8.052783481425449,0.4712640708417055,0.5598014047831004,1.5660055244379651,Platinum,5,1,5,11,Loyal Promo-User
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,1,Free Shipping,1,1,12,Venmo,Annually,1,0.27248079185073504,1.2168741805036274,-2.7198160345219193,0.46634231221630085,1.4272573629235585,Bronze,2,1,5,8,Promo-Dependent
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,1,Express,1,1,29,Cash,Fortnightly,26,0.6460171125956566,58.72889669471386,-2.7198160345219193,0.7812034225191312,0.5310725071343474,Gold,3,2,1,6,Occasional Buyer
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,1,2-Day Shipping,1,1,27,Cash,Bi-Weekly,26,0.638998197930395,63.60886877483431,0.4712640708417055,0.8037996395860789,0.7496834957415791,Gold,3,2,2,7,Occasional Buyer
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,1,Express,1,1,44,Cash,Annually,1,0.3988051254604543,1.7323318662381602,3.3361111111111157,0.5996071789382447,1.32930252645217,Platinum,5,1,4,10,Promo-Dependent
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,1,Express,1,1,32,Bank Transfer,Annually,1,0.367251851508279,1.6315718995516508,2.3996554557680767,0.5572965241478096,1.4037735849056605,Gold,4,1,4,9,Promo-Dependent
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,1,Standard,1,1,11,Cash,Fortnightly,26,0.5527992725929946,61.66583431207099,0.4712640708417055,0.7145598545185989,1.1994935931865265,Bronze,2,2,4,8,Promo-Dependent
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,1,2-Day Shipping,1,1,44,Cash,Fortnightly,26,0.6872666639219928,66.357571423462,2.3996554557680767,0.8134533327843985,0.6684636118598383,Platinum,5,2,2,9,Promo-Dependent
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,1,Free Shipping,1,1,46,Cash,Weekly,52,0.9916905744410976,232.04577951596218,0.4712640708417055,0.7703381148882196,1.4827073582444563,Platinum,5,3,5,13,Loyal Promo-User
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,1,Next Day Air,1,1,50,PayPal,Annually,1,0.4115384615384616,1.8378929565232327,0.4712640708417055,0.45815384615384613,1.432728458528351,Platinum,5,1,5,11,Loyal Promo-User
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,1,Next Day Air,1,1,45,Venmo,Every 3 Months,4,0.43565651022150625,6.983283163092845,0.4712640708417055,0.5345159174289167,0.8996201948898949,Platinum,5,1,3,9,Promo-Dependent
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,1,Store Pickup,1,1,48,Cash,Every 3 Months,4,0.44208394699242487,6.385315372349627,0.4712640708417055,0.5718014047831004,0.5997467965932632,Platinum,5,1,2,8,Promo-Dependent
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,1,Next Day Air,1,1,26,Credit Card,Weekly,52,0.9352983752456666,218.85056302588106,0.4712640708417055,0.9630596750491334,1.4827073582444563,Gold,3,3,5,11,Loyal Promo-User
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,1,Standard,1,1,21,Credit Card,Fortnightly,26,0.6144638386434813,55.86041390968094,2.3996554557680767,0.7868927677286963,0.5347708894878707,Silver,3,2,1,6,Occasional Buyer
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,1,2-Day Shipping,1,1,49,PayPal,Bi-Weekly,26,0.6979854012719828,76.57402424795679,0.4712640708417055,0.7435970802543965,1.1161954269930177,Platinum,5,2,3,10,Promo-Dependent
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,1,Next Day Air,1,1,13,PayPal,Fortnightly,26,0.5684816241748422,54.52356476995729,2.3996554557680767,0.6576963248349685,0.6517520215633423,Bronze,2,2,2,6,Occasional Buyer
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,1,Standard,1,1,46,Credit Card,Weekly,52,0.9916905744410976,175.3926400308212,0.4712640708417055,0.8663381148882194,0.48312936392235095,Platinum,5,3,1,9,Promo-Dependent
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,1,2-Day Shipping,1,1,42,PayPal,Weekly,52,0.9826415987921073,208.35141147673835,2.3996554557680767,0.9605283197584215,0.9692722371967656,Platinum,5,3,3,11,Loyal Promo-User
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,1,Next Day Air,1,1,25,Venmo,Annually,1,0.3429973656062879,1.4370405393149557,0.4712640708417055,0.3724456269674114,1.0828761605156143,Silver,3,1,3,7,Occasional Buyer
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,1,Store Pickup,1,1,25,Cash,Monthly,12,0.4699204425293648,25.679518129502092,2.3996554557680767,0.7281379346597192,1.57088948787062,Silver,3,2,5,10,Promo-Dependent
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,1,Express,1,1,12,PayPal,Quarterly,4,0.30709617646611964,5.4131465263780365,-2.7198160345219193,0.5688038506778392,1.3442772836838168,Bronze,2,1,4,7,Occasional Buyer
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,1,Free Shipping,1,1,4,Debit Card,Quarterly,4,0.20988825991206111,3.7493667358062286,0.4712640708417055,0.45336226736702756,1.432728458528351,Bronze,1,1,5,7,Occasional Buyer
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,1,Free Shipping,1,1,38,PayPal,Weekly,52,0.9727084553941623,191.40748919381605,-2.7198160345219193,0.9585416910788325,0.7136286814617793,Gold,4,3,2,9,Promo-Dependent
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,1,Store Pickup,1,1,42,Bank Transfer,Weekly,52,0.9826415987921073,173.79221771204953,0.4712640708417055,0.9245283197584214,0.48312936392235095,Platinum,5,3,1,9,Promo-Dependent
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,1,Store Pickup,1,1,30,Venmo,Annually,1,0.3608914110593454,1.6472340593849986,3.3361111111111157,0.5320244360580229,1.6616281580652126,Gold,3,1,5,9,Promo-Dependent
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,1,2-Day Shipping,1,1,50,Credit Card,Weekly,52,1.0,175.09938315929665,0.4712640708417055,0.8679999999999999,0.4664697306836492,Platinum,5,3,1,9,Promo-Dependent
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,1,Free Shipping,1,1,45,PayPal,Weekly,52,0.9895026640676601,198.1060280651824,2.3996554557680767,0.9859005328135321,0.768733153638814,Platinum,5,3,2,10,Promo-Dependent
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,1,Free Shipping,1,1,33,Credit Card,Fortnightly,26,0.658750448673664,69.8380701370705,3.3361111111111157,0.6037500897347328,1.0144677175556034,Gold,4,2,3,9,Promo-Dependent
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,1,Store Pickup,1,1,25,PayPal,Quarterly,4,0.3776127502216725,5.878403864552332,3.3361111111111157,0.4149071654289499,0.8395594903908443,Silver,3,1,2,6,Occasional Buyer
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,1,Express,1,1,25,Cash,Monthly,12,0.4699204425293648,21.33921680863085,-2.7198160345219193,0.5241379346597191,0.7136286814617793,Silver,3,2,2,7,Occasional Buyer
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,1,Standard,1,1,44,Debit Card,Quarterly,4,0.4334205100758389,7.9131284852388895,2.3996554557680767,0.6420687173997832,1.587601078167116,Platinum,5,1,5,11,Loyal Promo-User
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,1,Standard,1,1,21,Venmo,Fortnightly,26,0.6144638386434813,54.86158494753405,0.4712640708417055,0.7028927677286962,0.49978899716105274,Silver,3,2,1,6,Occasional Buyer
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,1,2-Day Shipping,1,1,31,Bank Transfer,Fortnightly,26,0.6525828687777642,70.8274741194247,-2.7198160345219193,0.6505165737555528,1.0621450142686948,Gold,4,2,3,9,Promo-Dependent
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,1,Store Pickup,1,1,47,Debit Card,Annually,1,0.40537088164256185,1.828571095122467,2.3996554557680767,0.3969203301746662,1.5040431266846361,Platinum,5,1,5,11,Loyal Promo-User
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,1,Free Shipping,1,1,14,PayPal,Monthly,12,0.41396207730164236,21.578048589896255,0.4712640708417055,0.5129462616141747,1.2661321261413336,Silver,2,2,4,8,Promo-Dependent
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,1,Standard,1,1,17,Debit Card,Every 3 Months,4,0.3402026700731767,6.2253155587997036,-2.7198160345219193,0.6714251493992508,1.5932175214030422,Silver,2,1,5,8,Promo-Dependent
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,1,Next Day Air,1,1,3,Venmo,Annually,1,0.15257160904956724,0.5906353671885283,2.3996554557680767,0.5743604756560673,0.78544474393531,Bronze,1,1,2,4,At-Risk / One-Timer
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,1,Express,1,1,42,Venmo,Annually,1,0.3941800603305689,1.755814885970514,0.4712640708417055,0.5986821659122676,1.4160688252896494,Platinum,5,1,5,11,Loyal Promo-User
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,1,Standard,1,1,22,Debit Card,Annually,1,0.3305245518505688,1.3304775636211648,0.4712640708417055,0.45395106421626763,0.9162798281285967,Silver,3,1,3,7,Occasional Buyer
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,1,Next Day Air,1,1,21,Venmo,Quarterly,4,0.36061768479732753,6.628325926887114,0.4712640708417055,0.5195081523440809,1.6326440573927723,Silver,3,1,5,9,Promo-Dependent
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,1,Free Shipping,1,1,21,Bank Transfer,Quarterly,4,0.36061768479732753,6.284425001667527,0.4712640708417055,0.6035081523440808,1.2827917593800353,Silver,3,1,4,8,Promo-Dependent
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,1,Standard,1,1,40,Debit Card,Annually,1,0.38933467262132265,1.2831835672390814,0.4712640708417055,0.5617130883704183,0.4331504642062457,Platinum,4,1,1,6,Occasional Buyer
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,1,Next Day Air,1,1,1,Bank Transfer,Fortnightly,26,0.3705165737555528,40.78897250998639,2.3996554557680767,0.5341033147511105,1.136388140161725,Bronze,1,2,3,6,Occasional Buyer
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,1,Standard,1,1,50,Bank Transfer,Monthly,12,0.5384615384615385,27.810882140703875,0.4712640708417055,0.6458461538461538,1.2161532264252284,Platinum,5,2,4,11,Loyal Promo-User
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,1,Store Pickup,1,1,39,Bank Transfer,Every 3 Months,4,0.42143798117871967,5.6172701665714495,2.3996554557680767,0.5556722116203593,0.45121293800539086,Platinum,4,1,1,6,Occasional Buyer
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,1,Free Shipping,1,1,34,Venmo,Monthly,12,0.5001610026390428,19.07446308273215,2.3996554557680767,0.6981860466816546,0.384366576819407,Gold,4,2,1,7,Occasional Buyer
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,1,Express,1,1,29,Venmo,Fortnightly,26,0.6460171125956566,65.70807896573632,2.3996554557680767,0.5892034225191313,0.8188679245283019,Gold,3,2,2,7,Occasional Buyer
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,1,Store Pickup,1,1,31,PayPal,Bi-Weekly,26,0.6525828687777642,73.25548825518099,2.3996554557680767,0.5905165737555528,1.236657681940701,Gold,4,2,4,10,Promo-Dependent
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,1,Standard,1,1,8,Debit Card,Weekly,52,0.8235322501637777,180.69483510140805,0.4712640708417055,0.7727064500327555,1.1161954269930177,Bronze,1,3,3,7,Occasional Buyer
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,1,Free Shipping,1,1,5,Credit Card,Fortnightly,26,0.48228269883744174,52.53554790072134,2.3996554557680767,0.5084565397674884,1.0862533692722371,Bronze,1,2,3,6,Occasional Buyer
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,1,Store Pickup,1,1,7,Cash,Monthly,12,0.350011259728197,17.266225677396264,2.3996554557680767,0.45215609809948554,1.0026954177897573,Bronze,1,2,3,6,Occasional Buyer
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,1,Store Pickup,1,1,30,Cash,Monthly,12,0.48781448798242233,20.287634218878562,-2.7198160345219193,0.6237167437503307,0.514476491286399,Gold,3,2,1,6,Occasional Buyer
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,1,Express,1,1,14,Credit Card,Every 3 Months,4,0.32165438499395005,4.287272769577887,2.3996554557680767,0.5597154923834053,0.45121293800539086,Silver,2,1,1,4,At-Risk / One-Timer
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,1,Express,1,1,5,Cash,Fortnightly,26,0.48228269883744174,55.1035367537028,-2.7198160345219193,0.5564565397674883,1.3276812678358685,Bronze,1,2,4,7,Occasional Buyer
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,1,Standard,1,1,3,PayPal,Every 3 Months,4,0.18718699366495184,2.571190964365947,3.3361111111111157,0.4488220141176057,0.5247246814942776,Bronze,1,1,1,3,At-Risk / One-Timer
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,1,Store Pickup,1,1,46,Venmo,Bi-Weekly,26,0.6916905744410977,58.593461315184406,0.4712640708417055,0.5503381148882196,0.4164908309675439,Platinum,5,2,1,8,Promo-Dependent
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,1,Store Pickup,1,1,4,Credit Card,Weekly,52,0.7637344137582149,142.3165502539684,0.4712640708417055,0.7847468827516431,0.5830871633545616,Bronze,1,3,1,5,At-Risk / One-Timer
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,1,Next Day Air,1,1,42,Credit Card,Bi-Weekly,26,0.6826415987921073,74.89069863540287,2.3996554557680767,0.7045283197584215,1.1196765498652292,Platinum,5,2,3,10,Promo-Dependent
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,1,Standard,1,1,30,Cash,Annually,1,0.3608914110593454,1.3894852007678975,2.3996554557680767,0.4840244360580229,0.768733153638814,Gold,3,1,2,6,Occasional Buyer
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,1,Express,1,1,37,Venmo,Annually,1,0.38160432910400116,1.3674863403410262,-2.7198160345219193,0.5001670196669541,0.5808605546781924,Gold,4,1,1,6,Occasional Buyer
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,1,Next Day Air,1,1,2,Bank Transfer,Annually,1,0.12330458662035042,0.5506669544551703,3.3361111111111157,0.3645070711702239,1.5042107536169294,Bronze,1,1,5,7,Occasional Buyer
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,1,Next Day Air,1,1,30,Credit Card,Quarterly,4,0.39550679567473,6.971549635694572,2.3996554557680767,0.4184859745195614,1.3536388140161726,Gold,3,1,4,8,Promo-Dependent
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,1,Next Day Air,1,1,47,Bank Transfer,Monthly,12,0.5322939585656388,24.024769182480778,0.4712640708417055,0.5966126378669739,0.6997045960254739,Platinum,5,2,2,9,Promo-Dependent
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,1,2-Day Shipping,1,1,21,PayPal,Quarterly,4,0.36061768479732753,5.458582818470599,0.4712640708417055,0.6035081523440808,0.7163642292641755,Silver,3,1,2,6,Occasional Buyer
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,1,Store Pickup,1,1,9,Bank Transfer,Fortnightly,26,0.5342509875137679,48.140893541849515,-2.7198160345219193,0.7948501975027537,0.514476491286399,Bronze,1,2,1,4,At-Risk / One-Timer
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,1,Store Pickup,1,1,12,Debit Card,Fortnightly,26,0.5609423303122735,64.2697994534013,-2.7198160345219193,0.6081884660624547,1.3442772836838168,Bronze,2,2,4,8,Promo-Dependent
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,1,Next Day Air,1,1,4,Bank Transfer,Weekly,52,0.7637344137582149,163.90579712331677,0.4712640708417055,0.916746882751643,1.0162376275608072,Bronze,1,3,3,7,Occasional Buyer
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,1,Store Pickup,1,1,10,Debit Card,Annually,1,0.25548572642639006,1.1687733575337185,2.3996554557680767,0.39094329913143183,1.604312668463612,Bronze,1,1,5,7,Occasional Buyer
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,1,2-Day Shipping,1,1,26,Credit Card,Weekly,52,0.9352983752456666,165.41898801783833,0.4712640708417055,0.8190596750491334,0.48312936392235095,Gold,3,3,1,7,Occasional Buyer
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,1,Express,1,1,40,Cash,Fortnightly,26,0.677796211082861,62.14399886492212,-2.7198160345219193,0.5955592422165722,0.5476685229822957,Platinum,4,2,1,7,Occasional Buyer
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,1,Store Pickup,1,1,34,Bank Transfer,Fortnightly,26,0.6616994641775042,60.15456667778901,0.4712640708417055,0.7723398928355009,0.5331082636384562,Gold,4,2,1,7,Occasional Buyer
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,1,Standard,1,1,31,Debit Card,Annually,1,0.3641213303162258,1.4721612061806197,2.3996554557680767,0.42467041990939897,0.9358490566037736,Gold,4,1,3,8,Promo-Dependent
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,1,Store Pickup,1,1,1,Bank Transfer,Bi-Weekly,26,0.3705165737555528,43.8694584426909,-2.7198160345219193,0.5701033147511105,1.5600254897071453,Bronze,1,2,5,8,Promo-Dependent
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,1,Express,1,1,5,Bank Transfer,Bi-Weekly,26,0.48228269883744174,50.01926778150946,0.4712640708417055,0.5684565397674883,0.8829605616511932,Bronze,1,2,3,6,Occasional Buyer
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,1,Next Day Air,1,1,4,Credit Card,Weekly,52,0.7637344137582149,175.4906733364995,0.4712640708417055,0.8807468827516429,1.3660899255735441,Bronze,1,3,4,8,Promo-Dependent
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,1,Free Shipping,1,1,48,Venmo,Quarterly,4,0.44208394699242487,7.537849379230436,3.3361111111111157,0.46380140478310034,1.2243575901533146,Platinum,5,1,4,10,Promo-Dependent
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,1,Free Shipping,1,1,29,Cash,Every 3 Months,4,0.39217095874950286,6.814057347638592,2.3996554557680767,0.5618188071345159,1.2700808625336928,Gold,3,1,4,8,Promo-Dependent
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,1,Express,1,1,12,PayPal,Bi-Weekly,26,0.5609423303122735,49.60476521316089,-2.7198160345219193,0.5601884660624546,0.4812844595905023,Bronze,2,2,1,5,At-Risk / One-Timer
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,1,Standard,1,1,29,Venmo,Annually,1,0.35755557413411826,1.6501620660973253,2.3996554557680767,0.43535726867297747,1.6711590296495957,Gold,3,1,5,9,Promo-Dependent
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,1,Express,1,1,15,Debit Card,Quarterly,4,0.3282201411760575,5.978696465038062,2.3996554557680767,0.45302864361982687,1.57088948787062,Silver,2,1,5,8,Promo-Dependent
